Reference Number,Procuring Entity,Title,Area of Delivery,Solicitation Number,Trade Agreement,Procurement Mode,Classification,Category,Approved Budget for the Contract,Contract Duration,Client Agency,Contact Person,Status,Associated Components,Bid Supplements,Document Request List,Date Published,Last Updated / Time,Closing Date / Time,Description,Other Information,Created by,Date Created
7022927,TAGUM WATER DISTRICT,74514 - Procurement of Various Hardware & Construction Materials,Davao Del Norte,PR 74514,Implementing Rules and Regulations,Shopping,Goods,Hardware and Construction Supplies,"636,233.54",30 Day/s,,MARIE JANE ABING CLAVERO,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,16/06/2020 5:00 PM," 74514 - Procurement of Various Hardware & Construction Materials
Posting Date: June 3, 2020
Closing Date: June 16, 2020",,MARIE JANE ABING CLAVERO,02/06/2020
7022911,"MUNICIPALITY OF M'LANG, COTABATO",Supply and delivery of ( Speeda) Human Anti-Rabies Vaccine for MHO use..,Cotabato,PR-2005-570,Implementing Rules and Regulations,Shopping,Goods,Drugs and Medicines,"148,400.00",5 Day/s,,ADELFA RICO BELLO,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,04/06/2020 2:00 PM," Request for Quotation: RFQ-2005-517
 1. 80 vials  Speeda ( Human Anti-Rabies Vaccine)",,ADELFA RICO BELLO,02/06/2020
7022922,"MUNICIPALITY OF INITAO, MISAMIS ORIENTAL",Supply and Delivery of office materials/equipment (ISWMO),Misamis Oriental,622020-018,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,General Merchandise,"111,720.00",30 Day/s,,Roseanne Venessa J Ratunil,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 9:00 AM," Item	ITEMS & DESCRIPTION				QTY	UNIT
No.						
1	HAND GLOVES (Petroplex)				80	Pairs
2	HAND GLOVES (Rubberized)				80	Pairs
3	RUBBER BOOTS (Heavy Duty)				26	Pairs
4	DUST MASK (N95)				80	Pcs
5	RAIN COATS (Concho)				30	Pcs
6	SWEAT SHIRT WITH PRINT				40	", Please download the RFQ in the Associated Component.,Roseanne Venessa J Ratunil,02/06/2020
7022917,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - NEG. OCC. 4TH DEO,"PR NO. 20-05-035 - Procurement of Goods for use as Uniform of Roadside Maintenance Workers at Maintenance Section, DPWH Neg. Occ. 4th DEO, Bago City, Neg. Occ.",Negros Occidental,RFQ 2020-05-031 FOR PR NO. 20-05-035,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Office Supplies and Devices,"116,250.00",10 Day/s,,QUINLO C. SUPERA,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,08/06/2020 10:00 AM, Notice is hereby given that this Office will conduct SMALL VALUE PROCUREMENT as an alternative mode of procurement in accordance with Section 53.9 of the Revised Implementing Rules and Regulations of RA 9184.  Suppliers of known qualification and of good ,,QUINLO C. SUPERA,02/06/2020
7022910,UNIVERSITY OF SCIENCE & TECH. OF SOUTHERN PHIL.-CLAVERIA,Feeds for Dairy Cattle Project (20-045),Misamis Oriental,20-045,Implementing Rules and Regulations,Shopping,Goods,Animal Feeds,"97,950.00",60 Day/s,,Glenn Centino Quinto,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,09/06/2020 5:00 PM, Please download associated component,,Glenn Centino Quinto,02/06/2020
7022913,"MUNICIPALITY OF VALLEHERMOSO, NEGROS",Fertilizer,,06-02-08,Implementing Rules and Regulations,Negotiated Procurement - Two Failed Biddings (Sec. 53.1),Goods,Fertilizers,"24,000.00",0 Day/s,,Cecilia O. Delos Reyes,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 10:30 AM, African Night Crawlers,,Cecilia O. Delos Reyes,02/06/2020
7022871,"MUNICIPALITY OF LINGIG, SURIGAO DEL SUR",REPAIR OF AMBULANCE,Surigao Del Sur,MO-001-06-2020 SVP,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Vehicle Repair and Maintenance,"122,840.68",1 Month/s,,MARYJANE VISTAL TAMPEPE,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 9:30 AM, 1 LOT REPAIR OF AMBULANCE, BIDDERS NEED FOR FURTHER INFORMATION MAY CONTACT THE FOLLOWING:,MARYJANE VISTAL TAMPEPE,02/06/2020
7022907,BICOL UNIVERSITY,Supply and Delivery of Office Supplies of BUGS Registrar’s Office,Albay,2020-GS-020,Implementing Rules and Regulations,Shopping - Ordinary/Regular Office Supplies & Equipment (Sec. 52.1.b),Goods,Office Supplies and Devices,"77,372.40",7 Day/s,,Aurora M. Monjardin,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,09/06/2020 1:00 PM," Supply and Delivery of Office Supplies of BUGS Registrar’s Office
The Bicol University, through the Corporate Budget for the contract approved by the Board of Regents intends to apply the sum of Seventy Seven Thousand Three Hundred Seventy Two Pesos and F",,Aurora M. Monjardin,02/06/2020
7022904,PROVINCE OF NUEVA VIZCAYA - BAYOMBONG NUEVA VIZCAYA,"2nd ITB for the CONSTRUCTION OF MATERIAL RECOVERY FACILITY (MRF) Located at NVPH, Bambang, Nueva Vizcaya",Nueva Vizcaya,2-06022020,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"298,260.00",20 Day/s,,JOEL DALMACIA SUMAWANG,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 2:00 PM," Republic of the Philippines
PROVINCE OF NUEVA VIZCAYA
2nd Invitation to Bid for the
CONSTRUCTION OF MATERIAL RECOVERY FACILITY (MRF)
Located at NVPH, Bambang, Nueva Vizcaya 
1.	The Provincial Government of Nueva Vizcaya, through the 2020 Trust Fund intend", The Works consists of Construction of MRF. Penaro,JOEL DALMACIA SUMAWANG,02/06/2020
7022912,"MUNICIPALITY OF STO. DOMINGO, NUEVA ECIJA","Replacement/Rehab. of Main Line of Water System @ Old Municipal Compound, Barangay Malaya, Municipality of Sto. Domingo, Nueva Ecija",Nueva Ecija,SD-Engineering2020-040,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Water Service Connection Materials/Fittings,"69,255.00",15 Day/s,,Rodrigo Lagliba Bugawan,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,08/06/2020 10:00 AM, Rehab of Main Line ( Water System),,Rodrigo Lagliba Bugawan,02/06/2020
7022954,"MUNICIPALITY OF PASIL, KALINGA",CONSTRUCTION OF MADAP-AWAN PATHWAY,Kalinga,2020-20% EDF - 27 - 3-01-001-008-1-10-9,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"99,925.28",60 Day/s,,Victor Ariong Aglipay,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 5:00 PM," 1. The MLGU-Pasil, now invites bids for the CONSTRUCTION OF MADAP-AWAN PATHWAY. The project is located at Guina-ang, Pasil, Province of Kalinga. The following are the Item of Works;					
					
	ITEM NO.	DESCRIPTION	QUANTITY	UNIT	
	103	Excavation	 20.00 	C"," 1.   A complete set of Bidding Documents may be purchased by interested Bidders from the address below starting on June 03, 2020 and upon payment of a nonrefundable fee for the Bidding Documents in the amount of Five Hundred Pesos (P500.00) at the Municipal Treasury Office, Amdalao, Guinaang, Pasil, Kalinga.   					",Victor Ariong Aglipay,02/06/2020
7022918,"BUREAU OF ANIMAL INDUSTRY, DA",General Merchandise,Metro Manila,FOG NITS 2020-05-016,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,General Merchandise,"102,990.00",0 Day/s,,Lolita M. Jumalon,Active,Order,0,3,03/06/2020,03/06/2020 12:00 AM,08/06/2020 4:00 PM," Supply and delivery of the following:
40	box	Disposable Face Mask			
48	liter	70% Isopropyl alcohol			
5	can	Disinfectant Spray, 570 grams			
10	pcs	Nitile gloves, small-2 pcs, medium- 6 pcs, large-2pcs			
5	pcs	Temperature Scanner gun			
6	pcs	Multipurpo", Other Information,Lolita M. Jumalon,02/06/2020
7022956,"CITY OF BOGO, CEBU",Repair of Water Pipeline,Cebu,PR #00639,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Water Service Connection Materials/Fittings,"5,679.00",30 Day/s,,Carlo Fernando G. Logarta,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 8:00 AM," You can submit your accomplished RFQ form 
@ BAC Office, Bogo City Hall, Cayang, Bogo City, Cebu 
or email us @ bogobacoffice2019@gmail.com /
	      bogocpdo@gmail.com
Not later than the closing date.",,Carlo Fernando G. Logarta,02/06/2020
7022950,ADVANCED SCIENCE AND TECHNOLOGY INSTITUTE,Supply and Delivery of Laptops and Other Items (2nd Bidding),,20-05-3125,Implementing Rules and Regulations,Public Bidding,Goods,Office Equipment Parts and Accessories,"3,008,000.00",0 Day/s,,Katherine B Ramos,Active,Order,0,6,03/06/2020,03/06/2020 12:00 AM,22/06/2020 12:00 PM, Please see attached.,,Katherine B Ramos,02/06/2020
7022947,"BARANGAY CATUOGAN, BONTOC, SOUTHERN LEYTE",Fabrication of Filing Cabinet,Southern Leyte,2020-01,Implementing Rules and Regulations,Shopping,Goods,Construction Materials and Supplies,"6,703.00",5 Day/s,,Ella H Firmalo,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 9:00 AM," 3	sht	3/4 marine plywood
1	sht	1/4 marine plywood
2	klg	2"" finishing nail
6	pcs	drawer lock
6	pcs	drawer handle
8	bot	varnish
3	pcs	sand paper#100
1	bot	rubber cement
1	klg	4"" CWN
2	pcs	3""paint brush",,Ella H Firmalo,02/06/2020
7022944,PROVINCE OF ZAMBOANGA DEL SUR,INFRA 2K20-43 RENOVATION AND IMPROVEMENT OF 2- STOREY PSWD BUILDING,Zamboanga Del Sur,INFRA 2K20-43,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,224,279.35",90 Day/s,,Eric Torres Tejada,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,25/06/2020 2:00 PM," Invitation to Bid for 
INFRA 2K20-43
RENOVATION AND IMPROVEMENT OF 2- STOREY PSWD BUILDING
Capitol Compound, Pagadian City
June 03, 2020
1.	The Provincial Government of Zamboanga del Sur, through the Capital Outlay CY 2020 / SB No.3 CY 2020 intends to app",,Eric Torres Tejada,02/06/2020
7022943,"MUNICIPALITY OF PORO, CEBU",Rehabilitation of Multi-Purpose Hall (119.67 m2),Cebu,PR. NO. 2020040553,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"600,000.00",56 Day/s,,Shiela L. Lacbayo,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,16/06/2020 10:00 AM," 92-m2-Demolition
60-m2-Installation of Fixed Glass Walls
3-ls-Glass Doors & Windows
119.67-m2-Ceiling
1-ls-Painting",,Shiela L. Lacbayo,02/06/2020
7022949,"MUNICIPALITY OF CANDELARIA, QUEZON","FABRICATION & INSTALLATION OF ALUMINUM PARTITION (MEO), MUNICIPAL COMPOUND, CANDELARIA, QUEZON",Quezon,INFRA-06-02-2020-03,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Civil Works,Construction Projects,"104,611.25",15 Day/s,,Enrico Papag Limjuico,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 9:00 AM, PLEASE SEE ATTACHED FILE,,Enrico Papag Limjuico,02/06/2020
7022940,"MUNICIPALITY OF VILLASIS, PANGASINAN","Supply & delivery of various supplies for use at Municipal Health Office- Birthing Facility & Treatment Room, Villasis, Pangasinan",Pangasinan,2006078,Implementing Rules and Regulations,Shopping,Goods,Medical Supplies and Laboratory Instrument,"80,500.00",0 Day/s,,Vladimir Prado Torres,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,05/06/2020 2:00 PM," Qnty  Unit  Item Description
2 box IV Cannula gauge #18
10 box insulin syringe U-100, 1cc 100u, G29x 1/2, 100's
5  box  nifedipine 5mg softgel capsule 100s
50  pcs  intravenous Infusion  Set, Adult (Macroset)
9 sets Doppler Ultrasound Device with Charger
",,Vladimir Prado Torres,02/06/2020
7022948,MANSILINGAN AGRO-INDUSTRIAL HIGH SCHOOL,Provision of Supplies and Materials for the Summer In-Service Training for teachers,Negros Occidental,JHS_2020-06-009,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods - General Support Services,Educational Materials and Supplies,"116,874.00",5 Day/s,,josette s. terrora,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 4:00 PM, Provision of Supplies and Materials for the Summer In-Service Training for teachers,,josette s. terrora,02/06/2020
7022938,"CITY  OF HIMAMAYLAN, NEGROS OCCIDENTAL","Supply & Delivery of Various Supplies use for Community Supplemental Feeding Activity for the undernourished children of various sitios, Himamaylan City",,05-00667,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,General Merchandise,"177,000.00",0 Day/s,,ERNEL PRAVA MAYONGUE,Active,Order,0,2,03/06/2020,03/06/2020 12:00 AM,08/06/2020 10:00 AM, Various Supplies, Visit BAC Office and Bring the following requirements when acquiring prescribe Quotation Form and other inquiries:,ERNEL PRAVA MAYONGUE,02/06/2020
7022946,"MUNICIPALITY OF AURORA, ZAMBOANGA DEL SUR",Procurement of Materials for Improvement of Children's Playground Perimeter Fence and Amenities,Zamboanga Del Sur,baz-azds-20-06-014,Implementing Rules and Regulations,Public Bidding,Goods,Construction Materials and Supplies,"752,603.42",30 Day/s,,FLORELYN BUOT LACHARON,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 10:00 AM, Procurement of Materials for Improvement of Children's Playground Perimeter Fence and Amenities, https://drive.google.com/file/d/1fjDY7uNUGBZwkyjqVZsscLLwfIsi5fSK/view?usp=drivesdk,FLORELYN BUOT LACHARON,02/06/2020
7022934,"MUNICIPALITY OF LANTAPAN, BUKIDNON",PURCHASE OF MEDICAL & DENTAL SUPPLIES FOR BASIC ORAL HEALTH CARE SERVICES OF MHO AT LGU-LANTAPAN (1ST BID),Bukidnon,ITB # 2020-05-028,Implementing Rules and Regulations,Public Bidding,Goods,Medical Supplies and Laboratory Instrument,"332,734.00",15 Day/s,,JESSELL S. PACTURAN,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,10/06/2020 9:45 AM," Republic of the Philippines						
Province of Bukidnon						
Municipality of Lantapan						
						
INVITATION TO BID FOR THE PURCHASE OF MEDICAL & DENTAL SUPPLIES FOR 						
BASIC ORAL HEALTH CARE SERVICES OF MHO AT LGU-LANTAPAN (1ST BID)						
						
1	T", YOU MAY DOWNLOAD THE ITB FROM THE ASSOCIATED COMPONENTS,JESSELL S. PACTURAN,02/06/2020
7022953,"MUNICIPALITY OF GUIMBA, NUEVA ECIJA",PURCHASE OF OFFICE EQUIPMENT (GCH),Nueva Ecija,1-07-05-020,Implementing Rules and Regulations,Public Bidding,Goods,Office Equipment,"254,484.00",30 Day/s,,Ely Garcillano Ramos,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,15/06/2020 8:00 AM," Item Number	Description	Unit	Quantity
			
1	Semi-Auto Frost Refrigerator	Unit	2
2	Aircon	Unit	3
3	Water Dispenser	Unit	6
4	Stand Fan	Unit	5
5	Exhaust Fan	Unit	8
6	Wall Clock	Unit	10
7	Rechargeable LED Emergency Light	Unit	10
8	Utility Cart for Kitchen	Uni",,Ely Garcillano Ramos,02/06/2020
7022955,GUIMARAS STATE COLLEGE,"Other Supplies for the Hotel, Convention and Catering of Guimaras State College (Salvador Campus)",Guimaras,20-06-033,Implementing Rules and Regulations,Public Bidding,Goods,Janitorial Supplies,"146,625.00",30 Day/s,,Tommy Mahilum Artajo,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 9:30 AM," INVITATION TO BID
BID NUMBER: 20-06-033
PURCHASE FOR: Other Supplies for the Hotel, Convention and Catering of Guimaras State College (Salvador Campus)
ABC: Php.146,625.00
1.) The Guimaras State College through its BIDS AND AWARDS COMMITTEE (BAC) intends ", Please bring your letter of intent if you are interested to purchase bidding documents.,Tommy Mahilum Artajo,02/06/2020
7022982,"MUNICIPALITY OF SAN MIGUEL, SURIGAO DEL SUR",Supply and Delivery of Farm Tractor  (Diesel),Surigao Del Sur,300-20-01-02,Implementing Rules and Regulations,Public Bidding,Goods,Agricultural Machinery and Equipment,"1,000,000.00",0 Day/s,"MUNICIPALITY OF SAN MIGUEL, SURIGAO DEL SUR",Wulfranie Jr. M. Pascua,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,10/06/2020 5:00 PM," INVITATION TO BID FOR THE SUPPLY AND DELIVERY OF FARM TRACTOR FOR BALONGKANADAN PLANTERS ASSOCIATION, BARANGAY BAGYANG, SAN MIGUEL, SURIGAO DEL SUR
The Local Government Unit of San Miguel through the Bids and Awards Committee (BAC) intends to apply the su",,Wulfranie Jr. M. Pascua,02/06/2020
7022981,"MUNICIPALITY OF PINAMALAYAN, ORIENTAL MINDORO",Supply and Delivery of Motorcycle for 2nd Qtr. 2020 for LGU use,Oriental Mindoro,RFQ 2020- 67,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Vehicles,"170,000.00",30 Day/s,,Enrique Nochebuena Mocling,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 1:00 PM," RFQ No.2020- 
 									     Date:                            _
REQUEST FOR QUOTATION
Supply and Delivery of Motorcycle for 2nd Qtr. 2020 for LGU use
The Municipal Government of Pinamalayan hereinafter referred to as “the Purchaser”, through its Bids and ",,Enrique Nochebuena Mocling,02/06/2020
7022980,DEPARTMENT OF HUMAN SETTLEMENT AND URBAN DEVELOPMENT - QUEZO,Hiring of Consultant Services for the Formulation of the National Housing and Urban Development Sector Plan,Metro Manila,2020-06-0135,Implementing Rules and Regulations,Selection based on Consultants Qualification,Consulting Services,Consulting Services,"400,000.00",4 Month/s,,Emmanuel Lorenzo Correa,Active,Order,0,2,03/06/2020,03/06/2020 12:00 AM,11/06/2020 5:00 PM," REQUEST FOR PROPOSAL
Pursuant to RA 9184, the Department of Human Settlements and Urban Development (DHSUD) located at the 8th Floor DHSUD Building Kalayaan Avenue cor. Mayaman Street, Diliman, Quezon City would like to request for proposal for the hiring", Submission of proposals will be through email.,Emmanuel Lorenzo Correa,02/06/2020
7022977,"CITY  OF LA CARLOTA, NEGROS OCCIDENTAL",Fuel,Negros Occidental,2020-0128,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Fuels/Fuel Additives & Lubricants & Anti Corrosive,"99,741.10",0 Day/s,,Joseph Villanueva Emboltorio,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,09/06/2020 4:00 PM," City Government of La Carlota								         
Standard Form Number: SF-GOOD-59
Revised on: May 24, 2004
Standard Form Title: REQUEST FOR QUOTATION
												Date: ______________
												Quotation No.________
Company Name
Address
	Please quote your ",,Joseph Villanueva Emboltorio,02/06/2020
7022906,GUIMARAS STATE COLLEGE,Office Equipment for the Agri-Eco Hotel and Convention Hall of Guimaras State College (Salvador Campus),Guimaras,20-06-032,Implementing Rules and Regulations,Public Bidding,Goods,Office Equipment,"392,237.00",30 Day/s,,Tommy Mahilum Artajo,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 9:30 AM," INVITATION TO BID
BID NUMBER: 20-06-032
PURCHASE FOR: Office Equipment for the Agri-Eco Hotel and Convention Hall of Guimaras State College (Salvador Campus)
ABC: Php.392,237.00
1.) The Guimaras State College through its BIDS AND AWARDS COMMITTEE (BAC) in", Please bring your letter of intent if you are interested to purchase bidding documents.,Tommy Mahilum Artajo,02/06/2020
7022935,"BUREAU OF ANIMAL INDUSTRY, DA",NVQSD 2020-02-043 - Supply and delivery of Peroxygen based disinfectant,Metro Manila,NVQSD 2020-02-043,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Chemicals and Chemical Products,"243,000.00",0 Day/s,,Carol S Coloma,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,09/06/2020 4:00 PM," Supply and delivery of Peroxygen based disinfectant
Qty.	Unit	Item/Description				                    ABC
						
10	box	Peroxygen based disinfectant				 243,000.00 
		Potassium Monopersulfate 80%				
		*Non-corrosive @ recommended dilution				
		*user fri", 1. Bidders are required to read the instruction.,Carol S Coloma,02/06/2020
7022976,"MUNICIPALITY OF NORZAGARAY, BULACAN",Supply and Delivery of Various Construction Supplies and Materials,Bulacan,GOODS-20-S147,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Construction Materials and Supplies,"102,324.00",0 Day/s,,Fernando De Guzman Cruz,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 5:00 PM," Various Construction Supplies and Materials
Office of the Mayor",,Fernando De Guzman Cruz,02/06/2020
7022974,DEPARTMENT OF EDUCATION - DIVISION OF CAMIGUIN,Dental Supplies for School Dental Health Care Program,Camiguin,062020065,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Medical Supplies and Laboratory Instrument,"61,000.00",3 Day/s,,Roy Santos Estrobo,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,08/06/2020 8:00 AM," Dental Supplies
Kindly see attached RFQ.",,Roy Santos Estrobo,02/06/2020
7022973,"BARANGAY KULAWIT, ATIMONAN, QUEZON",Purchase of Office Supplies,Quezon,"Barangay Kulawit Atimonan, Quezon 2020-",Implementing Rules and Regulations,Shopping,Goods,Office Supplies and Devices,"10,000.00",7 Day/s,,AISZA VERAN,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,05/06/2020 9:00 AM," Republic of the Philippines
Province of Quezon
Municipality of Atimonan
Barangay Kulawit
Project Reference No:  2020-
Name of the Project: Purchase of Office Supplies
Location of the Project: Barangay Kulawit  Atimonan, Quezon
REQUEST FOR QUOTATION-SHOPPI"," For Particular,Inquire at BAC Secretariat of Brgy. Kulawit Atimonan, Quezon",AISZA VERAN,02/06/2020
7022972,"MUNICIPALITY OF SAGBAYAN, BOHOL",PURCHASE OF VEHICLE PARTS,Bohol,2020-53,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Vehicle Parts and Accessories,"100,000.00",5 Day/s,,Maximo G. Lomosbog,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 10:00 AM, STAREX VEHICLE ENGINE,,Maximo G. Lomosbog,02/06/2020
7022970,"MUNICIPALITY OF MABITAC, LAGUNA",Purchase of One (1) Unit Brand New 10-Wheeler Dump Truck,Laguna,06022020,Implementing Rules and Regulations,Public Bidding,Goods,Vehicles,"4,200,000.00",0 Day/s,,Priscilla A Hernandez,Active,Order,0,6,03/06/2020,03/06/2020 12:00 AM,15/06/2020 5:00 PM, Brand new 6 x 4 drive mode (10 wheeler) dump truck.,,Priscilla A Hernandez,02/06/2020
7022969,IFUGAO STATE UNIVERSITY,Procurement of Various Equipments for DCPIA,Ifugao,20-06-92,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Office Equipment Parts and Accessories,"59,948.00",0 Day/s,,Freddie B. Caday,Active,Order,0,1,03/06/2020,03/06/2020 12:00 AM,09/06/2020 5:00 PM, Procurement of Various Equipments for DCPIA,,Freddie B. Caday,02/06/2020
7022965,"MUNICIPALITY OF AJUY, ILOILO",Purchase of various spareparts for government facilities and service use,Iloilo,PR No. 2020-05-000004,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Vehicle Parts and Accessories,"115,730.00",10 Day/s,,Jocelyn Maalat Torda,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,09/06/2020 5:00 PM, Purchase of various spareparts for government facilities and service use,,Jed D Panes,02/06/2020
7022964,"MUNICIPALITY OF PASIL, KALINGA",CONSTRUCTION OF FOOT PATH OB-OB TO PALITTUGONG,Kalinga,2020-20% EDF - 28 - 3-01-001-008-1-10-4,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"99,914.83",60 Day/s,,Victor Ariong Aglipay,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 5:00 PM," 1. The MLGU-Pasil, now invites bids for the CONSTRUCTION OF FOOT PATH OB-OB TO PALITTUGONG. The project is located at Guina-ang, Pasil, Province of Kalinga. The following are the Item of Works;					
					
	ITEM NO.	DESCRIPTION	QUANTITY	UNIT	
	103	Excavati"," 1.   A complete set of Bidding Documents may be purchased by interested Bidders from the address below starting on June 03, 2020 and upon payment of a nonrefundable fee for the Bidding Documents in the amount of Five Hundred Pesos (P500.00) at the Municipal Treasury Office, Amdalao, Guinaang, Pasil, Kalinga.   					",Victor Ariong Aglipay,02/06/2020
7022962,"MUNICIPALITY OF OLUTANGA, ZAMBOANGA SIBUGAY","FUEL, OIL LUBRICANTS (LGU)",Zamboanga Sibugay,OGDS 06-2-20,Implementing Rules and Regulations,Public Bidding,Goods,Fuels/Fuel Additives & Lubricants & Anti Corrosive,"500,000.00",7 Day/s,,Ricardo Omamalin Calonge,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,29/06/2020 1:30 PM," Republic of the Philippines
Province of zamboanga Sibugay
Municipality of Olutanga
7014
JUNE 2, 2020
NOTICE TO THE PUBLIC
INVITIATION TO APPLY FOR ELIGIBILITY AND TO BID
All interested bidders are invited to Pre-qualify and participate in sealed bidding f",,Ricardo Omamalin Calonge,02/06/2020
7022961,"MUNICIPALITY OF VALLEHERMOSO, NEGROS",Fuel,,06-02-10,Implementing Rules and Regulations,Negotiated Procurement - Two Failed Biddings (Sec. 53.1),Goods,Fuels/Fuel Additives & Lubricants & Anti Corrosive,"5,630.00",0 Day/s,,Cecilia O. Delos Reyes,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,08/06/2020 10:30 AM, Diesel and Gasoline,,Cecilia O. Delos Reyes,02/06/2020
7022960,PROVINCE OF MOUNTAIN PROVINCE,MAINTENANCE OF GUINZADAN - BANAO- ANDANUM ROAD,Mountain Province,lgm,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"800,000.00",0 Day/s,,Jessie Bagtang Addag,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,23/06/2020 10:00 AM," FUND SOURCE: 20% PDF 2020
TYPES OF WORK TO BE DONE: Project billboard/ signboard/ occupational safety and health program/ roadway excavation (unclassified)/ reinforcing steel bars/ structural concrete/ grouted riprap (class A)/ concrete gutter (cast in pl"," A complete set of Bidding Documents may be acquired by interested bidders on JUNE 3, 2020 to JUNE 23, 2020 from 8:00AM to 5:00PM at the Office of the Bids and Awards Committee, 3rd Floor, Provincial Capitol, Bontoc, Mountain Province upon payment of the applicable fee for the Bidding Documents, pursuant to the latest Guidelines issued by the GPPB, in the amount of One Thousand Pesos Only (Php1,000.00) at the Cashier’s Office, Provincial Capitol, Bontoc, Mountain Province.",Jessie Bagtang Addag,02/06/2020
7022937,"MUNICIPALITY OF CANDELARIA, QUEZON","FABRICATION & INSTALLATION OF ALUMINUM PARTITION (ASSESSOR), MUNICIPAL COMPOUND, CANDELARIA, QUEZON",Quezon,INFRA-06-02-2020-02,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Civil Works,Construction Projects,"115,216.25",15 Day/s,,Enrico Papag Limjuico,Active,Order,0,0,03/06/2020,03/06/2020 12:00 AM,11/06/2020 9:00 AM, PLEASE SEE ATTACHED FILE,,Enrico Papag Limjuico,02/06/2020
