Reference Number,Procuring Entity,Title,Area of Delivery,Solicitation Number,Trade Agreement,Procurement Mode,Classification,Category,Approved Budget for the Contract,Contract Duration,Client Agency,Contact Person,Status,Associated Components,Bid Supplements,Document Request List,Date Published,Last Updated / Time,Closing Date / Time,Description,Other Information,Created by,Date Created
7020334,CITY OF VALENZUELA,"Delivery of 10,000 liters of Diesel",Metro Manila,5/15/2020,Implementing Rules and Regulations,Shopping,Goods,Fuels/Fuel Additives & Lubricants & Anti Corrosive,"450,000.00",1 Day/s,,Airen  Abejuro Delfin,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,03/06/2020 1:00 AM," Supply and Delivery of 10,000 liters of Diesel",,Airen  Abejuro Delfin,01/06/2020
7020309,DEPARTMENT OF ENVIRONMENT AND NATURAL RES. - PENRO ZDS,Procurement for Enhanced National Greening Program (eNGP) Maintenance and Protection (Year 3-2018 Plantation),Zamboanga Del Sur,2020-08,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,"Agricultural Products (Seeds, Seedlings, Plants..)","200,000.00",7 Month/s,,"Pacifico Digal Cabrido, Jr.",Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 2:00 PM," The DENR-Provincial Environment and Natural Resources Office (PENRO) Zamboanga del Sur, through its Bids and Awards Committee, invites interested People's Organizations (PO's), Non-Government Organization (NGO's), and Cooperatives to participate in the im",,"Pacifico Digal Cabrido, Jr.",01/06/2020
7020337,"MUNICIPALITY OF DUMALINAO, ZAMBOANGA DEL SUR",PURCHASEOF MEDICAL SUPPLIES AND REAGENTS FOR DENGUE,,2020-060,Implementing Rules and Regulations,Public Bidding,Goods,Medical Supplies and Laboratory Instrument,"108,738.00",0 Day/s,,Jose Felix Arsenal Pasay,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM," Republic of the Philippines
PROVINCE OF ZAMBOANGA DEL SUR
Municipality of Dumalinao
BIDS AND AWARDS COMMITTEE
INVITATION TO APPLY FOR ELIGIBILITY AND TO BID
The Local Government Unit of Dumalinao, Zamboanga del Sur, through its Bids and Awards Committee (",,Jose Felix Arsenal Pasay,01/06/2020
7020331,"MUNICIPALITY OF OLUTANGA, ZAMBOANGA SIBUGAY",IT EQUIPMENT (MNAO),Zamboanga Sibugay,OGDS 06-6-20,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,IT Broadcasting and Telecommunications,"50,000.00",7 Day/s,,Ricardo Omamalin Calonge,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,11/06/2020 1:30 PM," Republic of the Philippines
Province of zamboanga Sibugay
Municipality of Olutanga
7014
JUNE 1, 2020
NOTICE TO THE PUBLIC
INVITIATION TO APPLY FOR ELIGIBILITY AND TO BID
All interested bidders are invited to Pre-qualify and participate in sealed bidding f",,Ricardo Omamalin Calonge,01/06/2020
7020367,"MUNICIPALITY OF DUMALINAO, ZAMBOANGA DEL SUR",PROPOSED INSTALLATION OF SOLAR LAMP POST AND STREET LIGHTS,,2020-01,Implementing Rules and Regulations,Public Bidding,Goods,Construction Projects,"70,000.00",0 Day/s,,Jose Felix Arsenal Pasay,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM," Republic of the Philippines
PROVINCE OF ZAMBOANGA DEL SUR
Municipality of Dumalinao
bARANGAY cAMANGA
BIDS AND AWARDS COMMITTEE
INVITATION TO APPLY FOR ELIGIBILITY AND TO BID
The Local Government Unit of bARANGAY cAMANGA, Dumalinao, Zamboanga del Sur, thro",,Jose Felix Arsenal Pasay,01/06/2020
7020364,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - MINDORO ORIENTAL D,"Construction of Two Units Rainwater Collection System (RWCS), P. Tolentino Memorial School, Calapan City",Oriental Mindoro,20ED0125,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"192,951.96",45 Day/s,,Agnes Mendoza Bueno,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM, Construction of two units 1.5m x 3.0m x 1.60m rainwater collection system,,Agnes Mendoza Bueno,01/06/2020
7020328,BUREAU OF CORRECTIONS - MUNTINLUPA CITY METRO MANILA,Supply and Delivery of Nylon Net,Metro Manila,RFQ 2020-003,Implementing Rules and Regulations,Shopping,Goods,Hardware and Construction Supplies,"140,000.00",15 Day/s,,Albern B Alcantara,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,05/06/2020 9:00 AM," Republic of the Philippines
Department of Justice
BUREAU OF CORRECTIONS
City of Muntinlupa
REQUEST FOR QUOTATION # RFQ 2020-003 
Date:¬¬¬¬_________________										
Name of Company: _______________________________________________________________
Address:",,Albern B Alcantara,01/06/2020
7020362,BISLIG CITY WATER DISTRICT,"Procurement of Fuel, Oil, & Lubricants for the year 2020",Surigao Del Sur,2020- 019 SVP,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Fuels/Fuel Additives & Lubricants & Anti Corrosive,"937,970.00",15 Day/s,,Genaro C. Garay,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,08/06/2020 5:00 PM, For complete details please see attached file., Refer to:,Genaro C. Garay,01/06/2020
7020269,"MUNICIPALITY OF SABTANG, BATANES",Purchase and Delivery of Supplies of the MTrrsmO,Batanes,200-20-05-0092,WB Procurement Guidelines,Shopping,Civil Works,General Repair and Maintenance Services,"30,000.00",45 Day/s,,ROSE HABANA MARTINEZ,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 9:00 AM," NO.	ITEM DESCRIPTION(ITEM NAME & TECHNICAL SPECIFICATIONS)	QTY.	UNIT		
1		Doorknob (residential; heavy duty)	5	Pc
2		Stainless barrels bolts w/ hasp (6”)	4	Pc
3		Professional pruning shears	1	Pair
4		Flap disc (125x22mm; 5”x7/8; max speed max 13500 RPM; 8",,ROSE HABANA MARTINEZ,01/06/2020
7020323,SOUTHERN ISABELA MEDICAL CENTER,PROCUREMENT FOR OFFICE EQUIPMENT  P.R NO. 0417 SERIES 2020,Isabela,P.R NO 0417 SERIES 2020,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Office Equipment,"120,000.00",10 Day/s,,HARRY EMMANUEL ADDUN MABBAYAD,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,08/06/2020 1:00 AM," DOUBLE DOOR FILLING CABINET STEEL (5 PCS)
12 DOOR LOCKER STEEL (1 PC)
OTE: ALL NEW SUPPLIER ARE REQUIRED TO SUBMIT THE FOLLOWING DOCUMENT.
1. DTI Registration
2. SEC Registration
3. Current Mayor's Permit
4. Certificate of Registration from B.I.R/TIN numb",,HARRY EMMANUEL ADDUN MABBAYAD,01/06/2020
7020360,"MUNICIPALITY OF OLUTANGA, ZAMBOANGA SIBUGAY",FURNITURE AND FIXTURE (MNAO),Zamboanga Sibugay,OGDS 06-1-20,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Furniture Parts and Accessories,"40,000.00",7 Day/s,,Ricardo Omamalin Calonge,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,11/06/2020 1:30 PM," Republic of the Philippines
Province of zamboanga Sibugay
Municipality of Olutanga
7014
JUNE 1,2020
NOTICE TO THE PUBLIC
INVITIATION TO APPLY FOR ELIGIBILITY AND TO BID
All interested bidders are invited to Pre-qualify and participate in sealed bidding fo",,Ricardo Omamalin Calonge,01/06/2020
7020361,"MUNICIPALITY OF SINDANGAN, ZAMBOANGA DEL NORTE",Purchase of Window Blinds for Annex Building,Zamboanga Del Norte,2020-05-143,Implementing Rules and Regulations,Public Bidding,Goods,Construction Materials and Supplies,"138,345.00",10 Day/s,,Lunrey B. Bagor,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,09/06/2020 9:30 AM," INVITATION TO BID									
									
The LOCAL GOVERNMENT UNIT OF SINDANGAN, through its Bids and Awards Committee (BAC), hereby invites suppliers/manufacturers/ distributors/contractors to apply for eligibility and to bid for the hereunder project.						",,Lunrey B. Bagor,01/06/2020
7020355,TANJAY WATER DISTRICT,WDDSP-TWD-IFB-G03b,Negros Oriental,WDDSP-TWD-IFB-G03b,Implementing Rules and Regulations,Public Bidding,Goods,Water and Waste Water Treatment Supply & Disposal,"13,887,088.64",90 Day/s,,Leonardo Duran Recabo,Active,Order,0,3,02/06/2020,02/06/2020 12:00 AM,29/06/2020 5:00 PM," Invitation to Bid for the Procurement of Various Equipment, Instruments and Furnitures for TANJAY WATER DISTRICT",,Leonardo Duran Recabo,01/06/2020
7020366,"MUNICIPALITY OF BINANGONAN, RIZAL","Proposed Improvement of Road, Kaimito St. Sta. Ursula Subd. Brgy. Batingan, Binangonan Rizal",Rizal,ITB - 11 JUNE 2020,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"723,469.69",24 Day/s,,Petronio  C.  Tolentino,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,25/06/2020 10:00 AM, Concreting of road w/ cover & construction of canal w/ concrete cover,,Petronio  C.  Tolentino,01/06/2020
7020351,DEPARTMENT OF ENVIRONMENT AND NATURAL RESOURCES - CENRO MATA,Updating of Watershed Characterization and Vulnerability Assessment (Malasila Watershed),Cotabato,2020-003,Implementing Rules and Regulations,Shopping,Consulting Services,Consulting Services,"566,400.00",0 Day/s,,CALIL A BANTUAS,Active,Order,0,2,02/06/2020,02/06/2020 12:00 AM,09/06/2020 1:00 PM," Location: Municipalities of Makilala, Mlang and Tulunan (31, 200 ha.)
Please see attached files(s).",,CALIL A BANTUAS,01/06/2020
7020354,"MUNICIPALITY OF STA. ANA, PAMPANGA",PROCUREMENT OF FUMIGATION CHEMICALS (FOGGING - ANTI DENGUE),Pampanga,SA-GOODS-2020-05-0004,Implementing Rules and Regulations,Public Bidding,Goods,Chemicals and Chemical Products,"800,000.00",15 Day/s,,"HILARIO, JR. NAGUIT MALIWAT",Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM, Fumigation Chemicals for Fogging,,"HILARIO, JR. NAGUIT MALIWAT",01/06/2020
7020350,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - MINDORO ORIENTAL D,"Construction of Two Units Rainwater Collection System (RWCS), Sta. Isabel Elementary School, Calapan City",Oriental Mindoro,20ED0124,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"192,928.43",45 Day/s,,Agnes Mendoza Bueno,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM, Construction of two units 1.5m x 3.0m x 1.60m rainwater collection system,,Agnes Mendoza Bueno,01/06/2020
7020348,ILOCOS SUR POLYTECHNIC STATE COLLEGE,Provision of Security Guard for Six Months Contract,Ilocos Sur,ISPSC-2020-G-K006,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods - General Support Services,Security Services,"549,000.00",10 Day/s,,Kris Kringle Tamayo Lopez,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,10/06/2020 10:00 AM, 6 months contract for 6 licensed security guards,,Kris Kringle Tamayo Lopez,01/06/2020
7020346,"MUNICIPALITY OF GALIMUYOD, ILOCOS SUR","Improvement of Farm to Market Road Leading to Eco-Tourism Park, Abaya, Galimuyod, Ilocos Sur",Ilocos Sur,bacgal-46-2020,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"3,859,520.00",90 Day/s,,Abner Escobar Guilambo,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,23/06/2020 12:00 PM," Roadway Excavation	1,140.00	cu.m.
Excavation for Structure	111.00	cu.m.
Sub-Grade Preparation	2,000.00	sq.m.
Aggregate Base Course	200.00	cu.m.
PCCP (T=0.15m)	2,000.00	sq.m.
Stone Masonry	245.00	cu.m.
Construction Safety & Health	3.00	mos.
Project Billboa"," 1. Pre-Bid Conference: June 10, 2020, 2:00PM at the Municipal Conference Hall, Galimuyod, Ilocos Sur",Abner Escobar Guilambo,01/06/2020
7020345,"BARANGAY CABLALAN, GLAN, SARANGANI",Improvement of Multi-purpose Building (Kasfala Hall) Brgy Tapon Glan Sarang Province,Sarangani,2020-06-02,Implementing Rules and Regulations,Public Bidding,Goods,Construction Materials and Supplies,"152,300.00",35 Day/s,,Generoso Emplica Evangelio,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,10/06/2020 9:00 AM," Demolition &replacement of dilapidated trusses, wooden purlins & roofing
Removal and replacement of dilapidated roofing
Replacement of damaged door including door jamb
Replacement of aluminum frame and jalousie blades
Painting works
Electrical works",,Generoso Emplica Evangelio,01/06/2020
7020344,"407TH CONTRACTING OFFICE, AFP PROCUREMENT SERVICE",General Merchandise,Benguet,CEISC-2020-05-016,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,General Repair and Maintenance Services,"62,000.00",7 Day/s,,Joy M Rivera,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 10:00 AM, 2 pcs main board & 7 others,,Joy M Rivera,01/06/2020
7020342,"MUNICIPALITY OF BANI, PANGASINAN",Sound System Rental,Pangasinan,2020-G-23,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Audio and Visual Equipment,"140,000.00",7 Day/s,,Michael Aquino Abar,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 1:00 PM, During the Pakwan Festival Events,,Michael Aquino Abar,01/06/2020
7020353,"MUNICIPALITY OF SABTANG, BATANES",Purchase and Delivery of Office Supplies of the MTrrsmO,Batanes,200-20-04-0076A,WB Procurement Guidelines,Shopping,Goods - General Support Services,Office Supplies and Devices,"39,840.00",45 Day/s,,ROSE HABANA MARTINEZ,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 9:00 AM," NO.	ITEM DESCRIPTION(ITEM NAME & TECHNICAL SPECIFICATIONS)	QTY.	UNIT			
1		Photo paper (A4; 20 sheets; 5760 dpi; water proof glossy)	2	Pack
2		Handy box (black)	2	Piece 
3		Magazine file (black)	2	Piece 
4		Clipboard w/ cover (red)	2	Piece 
5		Clipboard w",,ROSE HABANA MARTINEZ,01/06/2020
7020394,"CITY OF GENERAL SANTOS , SOUTH COTABATO",20CB-GSC-264 PURCHASE OF MATERIALS FOR TRAFFIC SIGNAL FACILITIES (RE-BID),South Cotabato,20CB-GSC-264 PURCHASE OF MATERIALS FOR TRAFFIC SIG,Implementing Rules and Regulations,Public Bidding,Goods,Traffic Control Systems,"314,150.00",30 Day/s,,"MARCOS M. KUSAIN, JD, MPA",Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,11/06/2020 12:00 PM," The Local  Government   Unit  of General  Santos  City, through  the  GENERAL FUND CY 2020  intends  to apply  the sum of sixty nine thousand eight hundred seventeen and 24 / 100 Pesos Only (69,817.24)   being  the Approved  Budget  for the Contract   (AB",,"MARCOS M. KUSAIN, JD, MPA",01/06/2020
7020349,DEPARTMENT OF AGRICULTURE - CARFU,Meals and Snacks for AMIA Batch 1 (PR 369),Benguet,2020-04-369,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Hotel and Lodging and Meeting Facilities,"167,200.00",15 Day/s,,Rosemarie Duque Mollaneda,Active,Order,0,2,02/06/2020,02/06/2020 12:00 AM,09/06/2020 5:00 PM," 1 lot
please see attached associated components",,Rosemarie Duque Mollaneda,01/06/2020
7020322,"101ST CONTRACTING OFFICE, AFP PROCUREMENT SERVICE","To Support The Logistical Requirements of 1CAV,MID,PA",Zamboanga Del Sur,P-0576,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Construction Materials and Supplies,"84,070.00",7 Day/s,,REMELITO B ESTROLOGO,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 1:45 PM, Procurement of One (1) Box PDX Wir #12 & Thirteen (13) Line Items,,REMELITO B ESTROLOGO,01/06/2020
7020393,DEPARTMENT OF EDUCATION - REGION I,Printing of The Happy Schools Bulletin (depEd ROI Newsletter)- Quarterly Issue,,2020-06-42,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Printing Services,"72,000.00",0 Day/s,,Corazon Belleza Rivera,Active,Order,0,4,02/06/2020,02/06/2020 12:00 AM,05/06/2020 5:00 PM," Printing of The Happy Schools Bulletin (DepEd ROI Newsletter)- Quarterly Issue
Interested suppliers are required to submit their valid and current Philgeps Registration No. Mayors Permit, ITR (Annual Income Tax Return) Duly Notarized Omnibus Sworn Stateme",,Corazon Belleza Rivera,01/06/2020
7020386,DEPARTMENT OF EDUCATION - DIVISION OF MISAMIS OCCIDENTAL,"REPAIR AND REHABILITATION OF TWO (2) CLASSROOM SCHOOL BUILDING (MULATUHAN ES, LOPEZ JAENA MISAMIS OCCIDENTAL)",Misamis Occidental,RFQ 060-20,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Civil Works,Construction Projects,"741,606.25",75 Day/s,,CONNIE C. CENTINO,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,05/06/2020 8:00 AM," REPAIR AND REHABILITATION OF TWO (2) CLASSROOM SCHOOL BUILDING (6MX8M) AT MULATUHAN ES, LOPEZ JAENA MISAMIS OCCIDENTAL",,CONNIE C. CENTINO,01/06/2020
7020343,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - SORSOGON 1ST DEO,2020-05-0027 Supply & Delivery of Const. Materials (Maint. Section),Sorsogon,2020-05-0027,Implementing Rules and Regulations,Shopping,Goods,Construction Materials and Supplies,"893,480.00",30 Day/s,,MERLA ARAMBURO REVECHE,Active,Order,0,3,02/06/2020,02/06/2020 12:00 AM,05/06/2020 10:00 AM, SEE ATTACHED : REQUEST FOR QUOTATION (RFQ),,MERLA ARAMBURO REVECHE,01/06/2020
7020384,"MUNICIPALITY OF BINANGONAN, RIZAL",Proposed Construction  of Inter connecting Road from Barangay Kalawaan to Brgy. Pantok to Brgy. Palangoy (Phase II),Rizal,ITB - 13 JUNE 2020,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"10,000,000.00",120 Day/s,,Petronio  C.  Tolentino,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,25/06/2020 10:00 AM, Construction of riprap & laying of RCCP & road embankment,,Petronio  C.  Tolentino,01/06/2020
7020390,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - MINDORO ORIENTAL D,"Construction of Two Units Rainwater Collection System (RWCS), Ceriaco Abes National High School, Calapan City",Oriental Mindoro,20ED0127,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"193,452.03",45 Day/s,,Agnes Mendoza Bueno,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 10:00 AM, Construction of two units 1.5m x 3.0m x 1.60m rainwater collection system,,Agnes Mendoza Bueno,01/06/2020
7020383,BUREAU OF FISHERIES AND AQUATIC RESOURCES CARAGA,Procurement of Medical supplies for BFAR-13 official use only.,Surigao Del Norte,065-20,Others,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Medical Supplies and Laboratory Instrument,"100,200.00",15 Day/s,,Restituto Busbos Bautista,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,09/06/2020 5:00 PM, -,,Restituto Busbos Bautista,01/06/2020
7020389,"MUNICIPALITY OF OLUTANGA, ZAMBOANGA SIBUGAY",OFFICE EQUIPMENT (MNAO),Zamboanga Sibugay,OGDS 06-1-20,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Office Equipment,"7,000.00",7 Day/s,,Ricardo Omamalin Calonge,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,11/06/2020 1:30 PM," Republic of the Philippines
Province of zamboanga Sibugay
Municipality of Olutanga
7014
JUNE 1, 2020
NOTICE TO THE PUBLIC
INVITIATION TO APPLY FOR ELIGIBILITY AND TO BID
All interested bidders are invited to Pre-qualify and participate in sealed bidding f",,Ricardo Omamalin Calonge,01/06/2020
7020378,"VETERANS MEMORIAL MEDICAL CENTER, DND",EBMS -CALIBRATION AND PM OF THERAPEUTIC ULTZ MACHINE (6TH POSTING),Metro Manila,EBMS 0498-20,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Services,"60,000.00",10 Day/s,,Jay Legaspi Cabiles,Active,Order,0,2,02/06/2020,02/06/2020 12:00 AM,05/06/2020 4:30 PM," PURPOSE: FOR USE IN PT SECTION. (ATTACHED ORIGINAL RPPI#2020-01-003
Fax your Price Quotation at Tel. Fax#: 426-30-45 / 927-64-26 local 2561 or Email at bacveterans@gmail.com. Please indicate the brand name and complete specifications.", Other Information:,Jay Legaspi Cabiles,01/06/2020
7020377,"MUNICIPALITY OF MANAOAG, PANGASINAN","Construction/Improvement of C.H.B. Covered Drainage Canal with Concrete Slab & Manhole, Zone 1, Barangay Lipit Norte, Manaoag, Pangsinan",Pangasinan,LG2020MP,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"500,000.00",45 Day/s,,EDGARDO A. VALDEZ,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,23/06/2020 8:00 AM," Republic of the Philippines
Province of Pangasinan
MUNICIPALITY OF MANAOAG
-o0o-
INVITATION TO BID
The LGU Manaoag, Pangasinan, through its Bids and Awards Committee (BAC), invites all interested Phil-GEPS registered suppliers/manufacturers/distributors/c",,EDGARDO A. VALDEZ,01/06/2020
7020352,DEPARTMENT OF AGRICULTURE - REGION X,Negotiated Procurement for Supply and Delivery of 1 unit Double Cab Drop Side Light Cargo Truck,Misamis Oriental,IB No. 2020-054/GAE,Implementing Rules and Regulations,Negotiated Procurement - Two Failed Biddings (Sec. 53.1),Goods,Vehicles,"1,500,000.00",60 Day/s,,Luz S. Liloc,Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,16/06/2020 3:00 PM," BIDS AND AWARDS COMMITTEE
INVITATION FOR NEGOTIATED PROCUREMENT (TWO FAILED BIDDINGS)
IB No. 2020-054/GAE
SUPPLY AND DELIVERY OF 1 UNIT DOUBLE CAB DROP SIDE LIGHT CARGO TRUCK
In view of the two (2) failed biddings, the Department of Agriculture, Regional ", Instruction for Suppliers on How to View/Download the document:,Luz S. Liloc,01/06/2020
7020385,NATIONAL POWER CORPORATION SPUG-MINDANAO,"Hauling Services for the Shipment of 1 x 545KW Genset from Basilan DPP to Sitangkai DPP, Tawi Tawi  (S3-WMO20-007 (Re-bid)",Tawi-Tawi,S3-WMO20-007 (Re-bid),Implementing Rules and Regulations,Public Bidding,Goods,Mail and Cargo Transport Services,"800,000.00",30 Day/s,,YUSOP ARBISON WEE,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,23/06/2020 9:00 AM, Please see attached Bid Docs for details," Delivery Point: Plantsite / Sitangkai DPP, Tawi-Tawi",YUSOP ARBISON WEE,01/06/2020
7020414,"MUNICIPALITY OF HINABANGAN, SAMAR",Purchase of Rescue Ambulance,Samar,20-002,Implementing Rules and Regulations,National Competitive Bidding,Goods,Vehicles,"2,300,000.00",7 Day/s,,MARY GRACE MENGOTE,Active,Order,0,3,02/06/2020,02/06/2020 12:00 AM,22/06/2020 10:30 AM," INVITATION TO BID FOR 
Purchase of Rescue Ambulance
1.	The Municipal Government of Hinabangan, through the DRRM Fund CY 2020 intends to apply the sum of TWO MILLION THREE HUNDRED THOUSAND PESOS ONLY (PhP2,300,000.00) being the Approved Budget for the Cont",,MARY GRACE MENGOTE,01/06/2020
7020391,"MUNICIPALITY OF STA. MONICA, SURIGAO DEL NORTE",AGRI-FISHERY PRODUCTION,Surigao Del Norte,SM-20-009,Implementing Rules and Regulations,Negotiated Procurement - Two Failed Biddings (Sec. 53.1),Goods,"Agricultural Products (Seeds, Seedlings, Plants..)","180,280.00",0 Day/s,,Ellen Padel Platil,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,09/06/2020 2:00 PM," 1. 15 KGS. AFRICAN NIGHT CRAWLER
2. 48 BOTS. FOLIAR FERTILIZER
3. 6 CONT. MOLASSES
4. 10 BOTS. EFFECTIVE MICRO ORGANISMS
5. 10 BOTS. IVERMECTIN (1% SOLUTION)
6. 100 VIAL RABISIN (10ML)
7. 5 VIAL EROFLOXACIN (10% SOLUTION - 100ML)
8. 100 PCS. BUOY #12 (ROU",,Ellen Padel Platil,01/06/2020
7020326,"MUNICIPALITY OF BINANGONAN, RIZAL","Proposed Construction of Canal, Purok 2 & 3, Brgy. Bangad, Binangonan Rizal",Rizal,ITB - 08 JUNE 2020,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"4,354,287.00",86 Day/s,,Petronio  C.  Tolentino,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,25/06/2020 10:00 AM, Construction of canal w/ concrete cover,,Petronio  C.  Tolentino,01/06/2020
7020411,"MUNICIPALITY OF OLUTANGA, ZAMBOANGA SIBUGAY",CONSTRUCTION OF CONCRETE FOOT BRIDGE (CALAIS),Zamboanga Sibugay,OGDS 06-1-20,Implementing Rules and Regulations,Public Bidding,Civil Works,Construction Projects,"1,500,000.00",7 Day/s,,Ricardo Omamalin Calonge,Active,Order,0,0,02/06/2020,02/06/2020 12:00 AM,29/06/2020 1:30 PM," Republic of the Philippines
Province of zamboanga Sibugay
Municipality of Olutanga
7014
JUNE 1, 2020
NOTICE TO THE PUBLIC
INVITIATION TO APPLY FOR ELIGIBILITY AND TO BID
All interested bidders are invited to Pre-qualify and participate in sealed bidding f",,Ricardo Omamalin Calonge,01/06/2020
7020408,VALENZUELA MEDICAL CENTER,Procurement of Nutrition and Dietetics Service Equipment,Metro Manila,VMC-2020-057,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Appliances,"319,802.59",30 Day/s,,RANNIER JOHN C. FAJARDO,Active,Order,0,2,02/06/2020,02/06/2020 12:00 AM,05/06/2020 10:00 AM," IITEM NO.	QTY	UNIT	ARTICLES	UNIT	TOTAL
				PRICE	
PR NO. 20-05-550			
1	1	UNIT	Electric Mixer, 220 volts, heavy duty, stainless steel bowl, with hook & paddle mixer, 1 year warranty parts and services	20,111.93	20,111.93
PR NO. 20-05-551			
1	1	UNIT	Chest"," DONA D. SALMOS, RN, MAN ",RANNIER JOHN C. FAJARDO,01/06/2020
7020407,DEPARTMENT OF PUBLIC WORKS AND HIGHWAYS - SORSOGON 1ST DEO,2020-05-0026-Supply & Delivery of Const. Materials (Maint. Section),Sorsogon,2020-05-0026,Implementing Rules and Regulations,Shopping,Goods,Construction Materials and Supplies,"150,000.00",30 Day/s,,MERLA ARAMBURO REVECHE,Active,Order,0,3,02/06/2020,02/06/2020 12:00 AM,05/06/2020 10:00 AM, SEE ATTACHED : REQUEST FOR QUOTATION (RFQ),,MERLA ARAMBURO REVECHE,01/06/2020
7020406,DEPARTMENT OF ENVIRONMENT AND NATURAL RES. - PENRO ZDS,Procurement of Common Use Suppiles,Zamboanga Del Sur,2020-09,Implementing Rules and Regulations,Negotiated Procurement - Small Value Procurement (Sec. 53.9),Goods,Office Equipment Supplies and Consumables,"165,500.00",10 Day/s,,"Pacifico Digal Cabrido, Jr.",Active,Order,0,1,02/06/2020,02/06/2020 12:00 AM,05/06/2020 2:00 PM," The DENR PENRO Zamboanga del Sur invites interested suppliers to submit quotation for Common Use Supplies with the following specifications:
Specification Quantity Unit
Bond Paper Sub.20,A4	272	Reams
Bond Paper Sub.20,Long	125	Reams
Survey Envelope	50	Pcs",,"Pacifico Digal Cabrido, Jr.",01/06/2020
